gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000176834.14	chr12	-	VSIG10	118115483	0.98	11.11
ENSG00000176834.14	chr12	-	VSIG10	118066438	1.63	0
ENSG00000176834.14	chr12	-	VSIG10	118066496	1.63	0
ENSG00000176834.14	chr12	-	VSIG10	118102891	1.31	0
ENSG00000176845.13	chr17	+	METRNL	83094847	66.67	60
ENSG00000176845.13	chr17	+	METRNL	83095122	25	35.12
ENSG00000176845.13	chr17	+	METRNL	83095044	0	4.39
ENSG00000176853.16	chr8	+	FAM91A1	123815439	80.95	90.07
ENSG00000176853.16	chr8	+	FAM91A1	123814235	4.76	4.26
ENSG00000176853.16	chr8	+	FAM91A1	123812842	3.81	1.42
ENSG00000176868.3	chr9	-	ENSG00000176868	131497520	2.73	0.6
ENSG00000176868.3	chr9	-	ENSG00000176868	131498310	1.82	4.17
ENSG00000176868.3	chr9	-	ENSG00000176868	131498999	3.64	3.87
ENSG00000176868.3	chr9	-	ENSG00000176868	131499826	0.91	2.68
ENSG00000176868.3	chr9	-	ENSG00000176868	131498037	2.73	2.38
ENSG00000176868.3	chr9	-	ENSG00000176868	131499383	2.73	2.68
ENSG00000176868.3	chr9	-	ENSG00000176868	131498522	1.82	2.38
ENSG00000176868.3	chr9	-	ENSG00000176868	131498602	1.82	1.49
ENSG00000176868.3	chr9	-	ENSG00000176868	131499164	1.82	0.89
ENSG00000176868.3	chr9	-	ENSG00000176868	131499710	0.91	1.49
ENSG00000176868.3	chr9	-	ENSG00000176868	131498737	0.91	1.19
ENSG00000176868.3	chr9	-	ENSG00000176868	131499515	2.73	0
ENSG00000176868.3	chr9	-	ENSG00000176868	131497284	3.64	0.3
ENSG00000176868.3	chr9	-	ENSG00000176868	131497307	0.91	0.6
ENSG00000176868.3	chr9	-	ENSG00000176868	131497384	1.82	0
ENSG00000176868.3	chr9	-	ENSG00000176868	131499619	0	0.6
ENSG00000176868.3	chr9	-	ENSG00000176868	131500053	1.82	0.6
ENSG00000176871.9	chr12	-	WSB2	118032908	60.07	73.71
ENSG00000176871.9	chr12	-	WSB2	118032686	10.43	6.9
ENSG00000176871.9	chr12	-	WSB2	118033342	5.04	8.84
ENSG00000176871.9	chr12	-	WSB2	118042631	6.12	0.43
ENSG00000176871.9	chr12	-	WSB2	118033085	1.8	1.08
ENSG00000176871.9	chr12	-	WSB2	118033188	1.8	1.29
ENSG00000176871.9	chr12	-	WSB2	118035697	2.16	0.86
ENSG00000176871.9	chr12	-	WSB2	118034191	2.16	0.65
ENSG00000176887.7	chr2	+	SOX11	5701385	32.36	59.12
ENSG00000176887.7	chr2	+	SOX11	5695639	30.97	22.8
ENSG00000176887.7	chr2	+	SOX11	5701965	1.69	5.01
ENSG00000176887.7	chr2	+	SOX11	5694262	7.24	0.78
ENSG00000176887.7	chr2	+	SOX11	5695542	5.86	2.73
ENSG00000176887.7	chr2	+	SOX11	5699672	2.62	1.39
ENSG00000176887.7	chr2	+	SOX11	5698278	2.62	1.56
ENSG00000176890.16	chr18	+	TYMS	673493	88.92	89.75
ENSG00000176890.16	chr18	+	TYMS	673578	6.67	7.03
ENSG00000176890.16	chr18	+	TYMS	673200	1.19	1.32
ENSG00000176894.10	chr12	+	PXMP2	132704985	91.45	78.32
ENSG00000176894.10	chr12	+	PXMP2	132702121	3.42	14.69
ENSG00000176894.10	chr12	+	PXMP2	132691407	0.85	2.1
ENSG00000176894.10	chr12	+	PXMP2	132701671	0	2.1
ENSG00000176894.10	chr12	+	PXMP2	132705093	0.85	1.4
ENSG00000176896.9	chrX	+	TCEANC	13664751	53.33	26.67
ENSG00000176896.9	chrX	+	TCEANC	13663593	13.33	13.33
ENSG00000176896.9	chrX	+	TCEANC	13665295	0	26.67
ENSG00000176896.9	chrX	+	TCEANC	13665407	0	20
ENSG00000176903.5	chr14	-	PNMA1	73711782	94.79	95.02
ENSG00000176909.12	chr19	-	MAMSTR	48712994	67.86	87.5
ENSG00000176909.12	chr19	-	MAMSTR	48712741	28.57	12.5
ENSG00000176912.7	chr18	-	TYMSOS	649619	80.23	78.95
ENSG00000176912.7	chr18	-	TYMSOS	649840	15.12	10.53
ENSG00000176912.7	chr18	-	TYMSOS	649474	2.33	5.26
ENSG00000176915.15	chr12	-	ANKLE2	132725667	58.15	62.24
ENSG00000176915.15	chr12	-	ANKLE2	132727131	17.41	23.21
ENSG00000176915.15	chr12	-	ANKLE2	132726385	8.52	5.27
ENSG00000176915.15	chr12	-	ANKLE2	132725502	2.96	2.53
ENSG00000176915.15	chr12	-	ANKLE2	132754284	4.07	0.84
ENSG00000176928.7	chr5	-	GCNT4	75025345	80	76.47
ENSG00000176928.7	chr5	-	GCNT4	75025609	0	7.06
ENSG00000176928.7	chr5	-	GCNT4	75025431	20	1.18
ENSG00000176928.7	chr5	-	GCNT4	75035948	0	3.53
ENSG00000176946.13	chr2	-	THAP4	241584426	76.2	79.39
ENSG00000176953.13	chr16	+	NFATC2IP	28967092	39.06	63.49
ENSG00000176953.13	chr16	+	NFATC2IP	28964670	50.39	17.46
ENSG00000176953.13	chr16	+	NFATC2IP	28966929	3.12	3.97
ENSG00000176953.13	chr16	+	NFATC2IP	28966990	0.39	7.14
ENSG00000176953.13	chr16	+	NFATC2IP	28964580	1.95	0.79
ENSG00000176953.13	chr16	+	NFATC2IP	28964928	0.78	2.38
ENSG00000176973.8	chr11	+	FAM89B	65574190	96.88	98.48
ENSG00000176974.21	chr17	-	SHMT1	18327872	62.88	65.28
ENSG00000176974.21	chr17	-	SHMT1	18328523	25.38	19.44
ENSG00000176974.21	chr17	-	SHMT1	18328468	8.71	11.11
ENSG00000176978.15	chr9	-	DPP7	137110545	97.44	95.52
ENSG00000176986.16	chr10	+	SEC24C	73772161	96.73	97.42
ENSG00000176994.11	chr17	+	SMCR8	18328056	82.41	84.85
ENSG00000177000.13	chr1	-	MTHFR	11785722	71.43	78.57
ENSG00000177000.13	chr1	-	MTHFR	11790021	20.41	11.9
ENSG00000177000.13	chr1	-	MTHFR	11789878	2.04	3.57
ENSG00000177030.19	chr11	-	DEAF1	644232	96.12	92.86
ENSG00000177030.19	chr11	-	DEAF1	650501	1.16	1.07
ENSG00000177034.17	chr5	-	MTX3	79976730	90.62	93.75
ENSG00000177034.17	chr5	-	MTX3	79979963	4.17	1.56
ENSG00000177042.16	chr11	+	TMEM80	704123	84.62	93.13
ENSG00000177042.16	chr11	+	TMEM80	696451	3.85	2.29
ENSG00000177045.11	chr19	-	SIX5	45764784	95.65	93.75
ENSG00000177051.6	chr19	-	FBXO46	45710628	98.74	98.98
ENSG00000177054.14	chr11	+	ZDHHC13	19176411	91.53	92.09
ENSG00000177054.14	chr11	+	ZDHHC13	19177712	0	5.76
ENSG00000177058.12	chr5	-	SLC38A9	55625857	82.08	81.94
ENSG00000177058.12	chr5	-	SLC38A9	55625956	6.94	6.94
ENSG00000177058.12	chr5	-	SLC38A9	55664429	4.62	2.08
ENSG00000177058.12	chr5	-	SLC38A9	55626410	1.16	1.39
ENSG00000177058.12	chr5	-	SLC38A9	55695269	0	2.78
ENSG00000177076.6	chr9	+	ACER2	19455173	77.78	64.86
ENSG00000177076.6	chr9	+	ACER2	19452503	11.11	16.22
ENSG00000177082.13	chr15	-	WDR73	84643080	38.41	29.53
ENSG00000177082.13	chr15	-	WDR73	84643144	30.46	32.21
ENSG00000177082.13	chr15	-	WDR73	84641491	18.54	19.46
ENSG00000177082.13	chr15	-	WDR73	84639284	2.65	5.37
ENSG00000177082.13	chr15	-	WDR73	84642375	1.32	1.34
ENSG00000177082.13	chr15	-	WDR73	84637556	0.66	1.34
ENSG00000177084.19	chr12	-	POLE	132623761	88.73	88.75
ENSG00000177084.19	chr12	-	POLE	132624041	2.82	1.88
ENSG00000177084.19	chr12	-	POLE	132622777	2.11	1.88
ENSG00000177098.9	chr11	-	SCN4B	118133376	75	83.33
ENSG00000177098.9	chr11	-	SCN4B	118143744	18.75	16.67
ENSG00000177105.10	chr11	-	RHOG	3826977	88.72	93.85
ENSG00000177106.17	chr11	+	EPS8L2	727724	79.82	95
ENSG00000177106.17	chr11	+	EPS8L2	727049	13.76	2.5
ENSG00000177108.5	chr14	-	ZDHHC22	77131274	80.69	93.94
ENSG00000177108.5	chr14	-	ZDHHC22	77133605	10.4	0
ENSG00000177108.5	chr14	-	ZDHHC22	77139059	1.98	3.03
ENSG00000177119.17	chr12	+	ANO6	45432349	94.78	95.72
ENSG00000177125.6	chr9	+	ZBTB34	126885878	95.45	90.18
ENSG00000177125.6	chr9	+	ZBTB34	126882835	3.03	1.79
ENSG00000177144.8	chr1	+	NUDT4B	148752412	94.12	96.3
ENSG00000177150.13	chr18	-	FAM210A	13663346	37.17	47.06
ENSG00000177150.13	chr18	-	FAM210A	13665740	11.5	11.76
ENSG00000177150.13	chr18	-	FAM210A	13665665	15.93	16.18
ENSG00000177150.13	chr18	-	FAM210A	13664149	11.5	8.82
ENSG00000177150.13	chr18	-	FAM210A	13665843	5.31	1.47
ENSG00000177156.11	chr11	+	TALDO1	765010	96.4	96.84
ENSG00000177169.10	chr12	+	ULK1	131923150	95.27	96.96
ENSG00000177181.15	chr1	+	RIMKLA	42418285	13.46	47.56
ENSG00000177181.15	chr1	+	RIMKLA	42415056	28.85	6.1
ENSG00000177181.15	chr1	+	RIMKLA	42421829	11.54	15.85
ENSG00000177181.15	chr1	+	RIMKLA	42422578	3.85	15.85
ENSG00000177181.15	chr1	+	RIMKLA	42415172	19.23	4.88
ENSG00000177181.15	chr1	+	RIMKLA	42425816	3.85	3.66
ENSG00000177182.11	chr8	+	CLVS1	61501627	11.11	63.83
ENSG00000177182.11	chr8	+	CLVS1	61499838	0	6.38
ENSG00000177182.11	chr8	+	CLVS1	61501394	33.33	0
ENSG00000177189.14	chrX	-	RPS6KA3	20154822	35.21	44.37
ENSG00000177189.14	chrX	-	RPS6KA3	20149914	28.17	30.28
ENSG00000177189.14	chrX	-	RPS6KA3	20154724	23.94	15.49
ENSG00000177189.14	chrX	-	RPS6KA3	20154260	4.23	4.23
ENSG00000177189.14	chrX	-	RPS6KA3	20154308	4.23	2.11
ENSG00000177189.14	chrX	-	RPS6KA3	20154579	0	2.11
ENSG00000177191.3	chr19	-	B3GNT8	41425358	58.33	94.87
ENSG00000177191.3	chr19	-	B3GNT8	41424253	16.67	2.56
ENSG00000177192.14	chr12	+	PUS1	131943859	88.76	79.63
ENSG00000177192.14	chr12	+	PUS1	131934928	3.17	3.7
ENSG00000177192.14	chr12	+	PUS1	131945891	2.31	6.48
ENSG00000177192.14	chr12	+	PUS1	131933363	1.44	4.63
ENSG00000177192.14	chr12	+	PUS1	131943715	0.58	0
ENSG00000177200.18	chr16	+	CHD9	53327497	50	74.46
ENSG00000177200.18	chr16	+	CHD9	53325129	10.91	3.46
ENSG00000177200.18	chr16	+	CHD9	53329146	1.82	5.19
ENSG00000177200.18	chr16	+	CHD9	53122165	6.36	2.16
ENSG00000177200.18	chr16	+	CHD9	53326988	2.73	2.16
ENSG00000177200.18	chr16	+	CHD9	53122461	4.55	0.87
ENSG00000177225.17	chr11	-	GATD1	767221	75.97	83.15
ENSG00000177225.17	chr11	-	GATD1	767058	4.65	3.8
ENSG00000177225.17	chr11	-	GATD1	766687	2.33	0.54
ENSG00000177239.16	chr9	+	MAN1B1	137109183	97.97	97.6
ENSG00000177239.16	chr9	+	MAN1B1	137109142	2.03	0.6
ENSG00000177272.10	chr1	-	KCNA3	110653559	50	71.43
ENSG00000177272.10	chr1	-	KCNA3	110672451	37.5	21.43
ENSG00000177283.8	chr10	-	FZD8	35638613	77.34	65.6
ENSG00000177283.8	chr10	-	FZD8	35638425	13.28	19.2
ENSG00000177283.8	chr10	-	FZD8	35638248	3.12	8
ENSG00000177300.7	chr4	-	CLDN22	183318095	30	14.29
ENSG00000177300.7	chr4	-	CLDN22	183318158	20	28.57
ENSG00000177300.7	chr4	-	CLDN22	183318192	10	14.29
ENSG00000177302.15	chr17	-	TOP3A	18274229	46.63	34.43
ENSG00000177302.15	chr17	-	TOP3A	18271427	19.02	21.31
ENSG00000177302.15	chr17	-	TOP3A	18271761	9.82	17.21
ENSG00000177302.15	chr17	-	TOP3A	18272668	8.59	6.56
ENSG00000177302.15	chr17	-	TOP3A	18273921	4.91	3.28
ENSG00000177302.15	chr17	-	TOP3A	18273656	4.29	2.46
ENSG00000177302.15	chr17	-	TOP3A	18269957	1.23	3.28
ENSG00000177303.10	chr17	-	CASKIN2	75500260	91.45	85.53
ENSG00000177303.10	chr17	-	CASKIN2	75500436	5.98	6.58
ENSG00000177311.12	chr3	+	ZBTB38	141448700	62.07	57.97
ENSG00000177311.12	chr3	+	ZBTB38	141448632	10.34	18.84
ENSG00000177311.12	chr3	+	ZBTB38	141448908	20.69	13.04
ENSG00000177337.10	chr18	+	DLGAP1-AS1	3597372	83.33	100
ENSG00000177352.10	chr3	-	CCDC71	49162534	74.55	74.42
ENSG00000177352.10	chr3	-	CCDC71	49165673	3.64	16.28
ENSG00000177370.5	chr17	+	TIMM22	1001636	50.55	35.5
ENSG00000177370.5	chr17	+	TIMM22	1002167	29.82	41.99
ENSG00000177370.5	chr17	+	TIMM22	1003668	0	3.03
ENSG00000177380.14	chr19	+	PPFIA3	49151026	82.18	91.67
ENSG00000177380.14	chr19	+	PPFIA3	49143291	2.97	0
ENSG00000177383.5	chr3	-	MAGEF1	184710363	96.15	95.12
ENSG00000177406.5	chr12	+	NINJ2-AS1	645415	53.85	80
ENSG00000177406.5	chr12	+	NINJ2-AS1	645499	15.38	20
ENSG00000177410.13	chr20	+	ZFAS1	49289260	97.93	96.74
ENSG00000177425.11	chr12	-	PAWR	79587790	32.47	23.4
ENSG00000177425.11	chr12	-	PAWR	79589790	22.46	20.38
ENSG00000177425.11	chr12	-	PAWR	79591964	7.28	14.34
ENSG00000177425.11	chr12	-	PAWR	79584878	6.22	7.17
ENSG00000177425.11	chr12	-	PAWR	79592145	4.25	7.55
ENSG00000177425.11	chr12	-	PAWR	79592368	2.88	7.17
ENSG00000177425.11	chr12	-	PAWR	79592494	3.34	5.28
ENSG00000177425.11	chr12	-	PAWR	79589338	3.95	2.64
ENSG00000177425.11	chr12	-	PAWR	79589863	3.03	0.75
ENSG00000177426.22	chr18	+	TGIF1	3458411	55.68	61.79
ENSG00000177427.13	chr17	+	MIEF2	18265774	76.67	82.22
ENSG00000177427.13	chr17	+	MIEF2	18266552	20	13.33
ENSG00000177432.8	chr4	-	NAP1L5	88695916	95.65	94.38
ENSG00000177432.8	chr4	-	NAP1L5	88696960	0	1.61
ENSG00000177432.8	chr4	-	NAP1L5	88697487	0	1.2
ENSG00000177459.11	chr8	+	ERICH5	98093606	92.86	84
ENSG00000177459.11	chr8	+	ERICH5	98094701	7.14	12
ENSG00000177463.16	chr3	+	NR2C2	15049273	72.31	88.89
ENSG00000177463.16	chr3	+	NR2C2	15043344	13.85	3.7
ENSG00000177463.16	chr3	+	NR2C2	15049206	6.15	1.23
ENSG00000177463.16	chr3	+	NR2C2	15028845	1.54	2.47
ENSG00000177468.7	chr6	-	OLIG3	137492203	90	90.91
ENSG00000177469.13	chr17	-	CAVIN1	42402448	90.1	91.32
ENSG00000177479.20	chr3	+	ARIH2	48985541	41.3	66.45
ENSG00000177479.20	chr3	+	ARIH2	48983680	27.88	17.57
ENSG00000177479.20	chr3	+	ARIH2	48928671	8.39	4.47
ENSG00000177479.20	chr3	+	ARIH2	48984170	8.81	3.83
ENSG00000177479.20	chr3	+	ARIH2	48935701	3.35	1.6
ENSG00000177485.7	chrX	+	ZBTB33	120258398	95.59	96
ENSG00000177511.6	chr18	+	ST8SIA3	57368931	17.86	40.95
ENSG00000177511.6	chr18	+	ST8SIA3	57363392	33.93	34.92
ENSG00000177511.6	chr18	+	ST8SIA3	57360929	14.29	7.62
ENSG00000177511.6	chr18	+	ST8SIA3	57360582	16.07	2.54
ENSG00000177511.6	chr18	+	ST8SIA3	57364936	0	3.17
ENSG00000177511.6	chr18	+	ST8SIA3	57360652	3.57	0.63
ENSG00000177511.6	chr18	+	ST8SIA3	57360856	3.57	0.63
ENSG00000177519.4	chr2	-	RPRM	153477338	84	90.48
ENSG00000177519.4	chr2	-	RPRM	153477650	8	4.01
ENSG00000177519.4	chr2	-	RPRM	153477901	1	0.75
ENSG00000177542.11	chr11	-	SLC25A22	790476	96.7	95.85
ENSG00000177548.13	chr16	-	RABEP2	28904420	90.77	91.53
ENSG00000177551.5	chr1	-	NHLH2	115836376	42.86	92.94
ENSG00000177551.5	chr1	-	NHLH2	115840292	0	1.12
ENSG00000177556.12	chr5	-	ATOX1	151742821	96.95	98.02
ENSG00000177565.19	chr3	-	TBL1XR1	177020753	54.82	67.14
ENSG00000177565.19	chr3	-	TBL1XR1	177024445	23.59	8.93
ENSG00000177565.19	chr3	-	TBL1XR1	177019356	4.65	9.64
ENSG00000177565.19	chr3	-	TBL1XR1	177023319	3.32	4.29
ENSG00000177565.19	chr3	-	TBL1XR1	177022502	3.99	1.79
ENSG00000177565.19	chr3	-	TBL1XR1	177019415	0.66	2.5
ENSG00000177570.15	chr8	-	SAMD12	118189467	54.55	69.23
ENSG00000177570.15	chr8	-	SAMD12	118197283	9.09	0
ENSG00000177570.15	chr8	-	SAMD12	118427323	9.09	0
ENSG00000177576.12	chr18	-	C18orf32	49481657	63.93	72.57
ENSG00000177576.12	chr18	-	C18orf32	49482065	18.85	10.46
ENSG00000177576.12	chr18	-	C18orf32	49477247	3.69	3.44
ENSG00000177595.19	chr11	-	PIDD1	799183	91.07	95.58
ENSG00000177599.13	chr19	+	ZNF491	11808491	25	41.67
ENSG00000177599.13	chr19	+	ZNF491	11809079	12.5	33.33
ENSG00000177599.13	chr19	+	ZNF491	11808568	12.5	8.33
ENSG00000177599.13	chr19	+	ZNF491	11809651	25	4.17
ENSG00000177600.9	chr11	+	RPLP2	812874	99.22	99.32
ENSG00000177602.5	chr17	+	HASPIN	3726699	46.58	46.15
ENSG00000177602.5	chr17	+	HASPIN	3727915	42.47	53.85
ENSG00000177606.8	chr1	-	JUN	58781319	30.36	31.3
ENSG00000177606.8	chr1	-	JUN	58780790	23.21	30.15
ENSG00000177606.8	chr1	-	JUN	58781489	23.21	23.66
ENSG00000177606.8	chr1	-	JUN	58781383	17.86	8.78
ENSG00000177606.8	chr1	-	JUN	58781716	1.79	1.91
ENSG00000177613.9	chr10	-	CSTF2T	51697255	59.8	63.64
ENSG00000177613.9	chr10	-	CSTF2T	51695485	27.91	24.48
ENSG00000177613.9	chr10	-	CSTF2T	51695971	1.66	0.7
ENSG00000177613.9	chr10	-	CSTF2T	51697072	1.66	0.7
ENSG00000177613.9	chr10	-	CSTF2T	51697344	0.66	2.8
ENSG00000177613.9	chr10	-	CSTF2T	51695925	1.33	0.7
ENSG00000177614.11	chr1	-	PGBD5	230321645	77.78	70.31
ENSG00000177614.11	chr1	-	PGBD5	230322004	14.38	7.81
ENSG00000177614.11	chr1	-	PGBD5	230314489	0.65	7.03
ENSG00000177614.11	chr1	-	PGBD5	230322711	2.61	4.69
ENSG00000177614.11	chr1	-	PGBD5	230314569	0.65	2.34
ENSG00000177628.16	chr1	-	GBA1	155234451	85.71	84.85
ENSG00000177628.16	chr1	-	GBA1	155234931	3.9	6.06
ENSG00000177628.16	chr1	-	GBA1	155231270	3.9	5.45
ENSG00000177640.16	chr10	+	CASC2	118210151	33.33	37.5
ENSG00000177646.20	chr3	+	ACAD9	128913114	66.91	80
ENSG00000177646.20	chr3	+	ACAD9	128913014	26.62	15
ENSG00000177663.15	chr22	+	IL17RA	17112777	27.66	26.51
ENSG00000177663.15	chr22	+	IL17RA	17115689	21.28	33.73
ENSG00000177663.15	chr22	+	IL17RA	17109980	21.28	12.05
ENSG00000177663.15	chr22	+	IL17RA	17111787	19.15	9.64
ENSG00000177666.17	chr11	+	PNPLA2	825217	98.06	94.42
ENSG00000177674.16	chr1	+	AGTRAP	11750769	93.67	94.24
ENSG00000177674.16	chr1	+	AGTRAP	11754793	1.02	2.09
ENSG00000177679.16	chr7	+	SRRM3	76287287	89.74	92.16
ENSG00000177683.14	chr7	-	THAP5	108562226	66.3	56.16
ENSG00000177683.14	chr7	-	THAP5	108562514	29.35	41.1
ENSG00000177685.17	chr11	+	CRACR2B	831986	97.44	100
ENSG00000177692.12	chr21	-	DNAJC28	33485528	36.84	86.36
ENSG00000177692.12	chr21	-	DNAJC28	33488226	52.63	9.09
ENSG00000177694.16	chr3	+	NAALADL2	175805640	50	7.14
ENSG00000177697.19	chr11	+	CD151	838829	97.98	97.76
ENSG00000177700.6	chr11	-	POLR2L	840203	91.12	93.88
ENSG00000177700.6	chr11	-	POLR2L	839720	2.68	1.33
ENSG00000177706.9	chr7	+	FAM20C	260745	68.34	88.24
ENSG00000177706.9	chr7	+	FAM20C	200683	10.05	2.8
ENSG00000177706.9	chr7	+	FAM20C	198702	4.02	0.28
ENSG00000177706.9	chr7	+	FAM20C	195055	4.02	0
ENSG00000177707.11	chr3	+	NECTIN3	111134965	28.52	28.47
ENSG00000177707.11	chr3	+	NECTIN3	111135382	25.86	19.22
ENSG00000177707.11	chr3	+	NECTIN3	111136611	12.17	17.08
ENSG00000177707.11	chr3	+	NECTIN3	111134585	7.98	12.1
ENSG00000177707.11	chr3	+	NECTIN3	111136315	6.08	6.76
ENSG00000177707.11	chr3	+	NECTIN3	111137549	5.32	2.14
ENSG00000177707.11	chr3	+	NECTIN3	111136870	1.14	2.85
ENSG00000177707.11	chr3	+	NECTIN3	111201441	2.66	1.07
ENSG00000177707.11	chr3	+	NECTIN3	111135948	2.28	1.07
ENSG00000177728.17	chr17	+	TMEM94	75500088	74.85	73.58
ENSG00000177728.17	chr17	+	TMEM94	75500448	17.96	19.17
ENSG00000177731.16	chr17	-	FLII	18244835	80.93	82.99
ENSG00000177732.9	chr20	+	SOX12	328729	74.68	80.12
ENSG00000177732.9	chr20	+	SOX12	330224	1.85	5.31
ENSG00000177733.7	chr5	-	HNRNPA0	137752616	55.09	34.25
ENSG00000177733.7	chr5	-	HNRNPA0	137751572	31.51	48.44
ENSG00000177733.7	chr5	-	HNRNPA0	137750432	3.24	6.16
ENSG00000177733.7	chr5	-	HNRNPA0	137751383	2.86	3.8
ENSG00000177733.7	chr5	-	HNRNPA0	137752241	2.57	2.86
ENSG00000177738.6	chr5	-	ANXA2R-OT1	43018582	66.67	45.16
ENSG00000177738.6	chr5	-	ANXA2R-OT1	43014737	20	16.13
ENSG00000177738.6	chr5	-	ANXA2R-OT1	43016048	6.67	12.9
ENSG00000177788.7	chr1	-	RAB4A-AS1	229263932	100	100
ENSG00000177822.10	chr4	-	TENM3-AS1	181979359	5	17.98
ENSG00000177822.10	chr4	-	TENM3-AS1	181980182	5	16.85
ENSG00000177822.10	chr4	-	TENM3-AS1	182141723	25	10.11
ENSG00000177822.10	chr4	-	TENM3-AS1	182139008	20	6.74
ENSG00000177822.10	chr4	-	TENM3-AS1	182079630	0	6.74
ENSG00000177822.10	chr4	-	TENM3-AS1	181973136	5	4.49
ENSG00000177822.10	chr4	-	TENM3-AS1	182142108	5	4.49
ENSG00000177822.10	chr4	-	TENM3-AS1	182138941	5	3.37
ENSG00000177822.10	chr4	-	TENM3-AS1	182141264	5	3.37
ENSG00000177822.10	chr4	-	TENM3-AS1	182056769	0	3.37
ENSG00000177830.18	chr11	-	CHID1	869761	75.44	84.22
ENSG00000177830.18	chr11	-	CHID1	868394	14.04	6.76
ENSG00000177830.18	chr11	-	CHID1	880873	5.76	4.51
ENSG00000177830.18	chr11	-	CHID1	873806	1.25	0.82
ENSG00000177839.7	chr5	+	PCDHB9	141189748	55.56	75
ENSG00000177839.7	chr5	+	PCDHB9	141191305	22.22	6.25
ENSG00000177842.12	chr3	+	ZNF620	40517709	67.8	56
ENSG00000177842.12	chr3	+	ZNF620	40517793	8.47	8
ENSG00000177842.12	chr3	+	ZNF620	40519158	8.47	4
ENSG00000177842.12	chr3	+	ZNF620	40507460	3.39	8
ENSG00000177842.12	chr3	+	ZNF620	40521444	3.39	12
ENSG00000177842.12	chr3	+	ZNF620	40518443	5.08	0
ENSG00000177853.15	chr10	+	ZNF518A	96162734	64.41	64.58
ENSG00000177853.15	chr10	+	ZNF518A	96162281	15.25	13.54
ENSG00000177853.15	chr10	+	ZNF518A	96162807	5.08	8.33
ENSG00000177853.15	chr10	+	ZNF518A	96163640	1.69	7.29
ENSG00000177853.15	chr10	+	ZNF518A	96161724	4.24	0
ENSG00000177853.15	chr10	+	ZNF518A	96205291	1.69	1.04
ENSG00000177854.8	chrX	+	TMEM187	153983194	75	82.61
ENSG00000177868.12	chr1	-	SVBP	42807051	85.94	89.94
ENSG00000177868.12	chr1	-	SVBP	42812092	1.88	1.93
ENSG00000177868.12	chr1	-	SVBP	42805824	2.5	1.55
ENSG00000177868.12	chr1	-	SVBP	42807201	1.88	1.74
ENSG00000177873.14	chr3	+	ZNF619	40491053	39.39	28.57
ENSG00000177873.14	chr3	+	ZNF619	40490234	30.3	23.81
ENSG00000177873.14	chr3	+	ZNF619	40488384	9.09	23.81
ENSG00000177873.14	chr3	+	ZNF619	40489892	9.09	4.76
ENSG00000177875.5	chr12	+	CCDC184	48185926	83.33	95.02
ENSG00000177875.5	chr12	+	CCDC184	48185063	0	1.55
ENSG00000177879.17	chr5	+	AP3S1	115914081	60.3	51.28
ENSG00000177879.17	chr5	+	AP3S1	115913987	37.19	46.51
ENSG00000177885.15	chr17	-	GRB2	75318077	64.3	56.79
ENSG00000177885.15	chr17	-	GRB2	75320010	17.75	33.1
ENSG00000177888.8	chr1	-	ZBTB41	197153681	75	72.84
ENSG00000177888.8	chr1	-	ZBTB41	197155120	15	11.11
ENSG00000177888.8	chr1	-	ZBTB41	197153503	0	3.7
ENSG00000177888.8	chr1	-	ZBTB41	197167585	0	4.94
ENSG00000177889.10	chr12	-	UBE2N	93409356	66.94	49.87
ENSG00000177889.10	chr12	-	UBE2N	93408364	20.59	34.37
ENSG00000177889.10	chr12	-	UBE2N	93409885	4.23	2.4
ENSG00000177889.10	chr12	-	UBE2N	93405689	0.68	6.41
ENSG00000177889.10	chr12	-	UBE2N	93409916	1.91	1.42
ENSG00000177917.12	chr2	+	ARL6IP6	152760763	75.91	76.12
ENSG00000177917.12	chr2	+	ARL6IP6	152761173	6.1	6.57
ENSG00000177917.12	chr2	+	ARL6IP6	152719869	3.66	3.46
ENSG00000177917.12	chr2	+	ARL6IP6	152760918	3.96	2.08
ENSG00000177917.12	chr2	+	ARL6IP6	152761253	2.74	3.11
ENSG00000177917.12	chr2	+	ARL6IP6	152762396	1.22	2.08
ENSG00000177917.12	chr2	+	ARL6IP6	152760190	0.91	1.73
ENSG00000177932.7	chr5	+	ZNF354C	179083423	64.47	68.85
ENSG00000177932.7	chr5	+	ZNF354C	179083528	19.74	16.39
ENSG00000177932.7	chr5	+	ZNF354C	179086241	7.89	4.92
ENSG00000177932.7	chr5	+	ZNF354C	179086296	3.95	4.92
ENSG00000177943.14	chr9	+	MAMDC4	136860799	86.67	86.67
ENSG00000177946.7	chr16	-	CENPBD1P	89969792	51.52	63.16
ENSG00000177946.7	chr16	-	CENPBD1P	89969862	33.33	23.68
ENSG00000177946.7	chr16	-	CENPBD1P	89969916	0	10.53
ENSG00000177951.18	chr11	-	BET1L	202923	76.54	88.89
ENSG00000177951.18	chr11	-	BET1L	204168	9.5	2.31
ENSG00000177951.18	chr11	-	BET1L	205193	3.35	2.31
ENSG00000177951.18	chr11	-	BET1L	200977	2.23	3.24
ENSG00000177951.18	chr11	-	BET1L	206801	0.56	1.39
